id,state_abbr,address_type,location_source_value,lat_input,long_input,geocoder,rating_postgis,lat_gc,long_gc,result_postgis,geometry,score_degauss,precision_degauss,result_degauss,type_gc,result_nominatim,failure,geometry_true,gc_diff_m
6,GA,Street Address,"26 PICKERTON STREET, MILAN, GA 31060",32.02039233971194,-83.05994790395981,degauss,NA,32.020586,-83.058922,NA,"c(-83.058922, 32.020586)",1,range,1,NA,NA,FALSE,"c(-83.0599479039598, 32.0203923397119)",99.0881024918175
6,GA,Street Address,"26 PICKERTON STREET, MILAN, GA 31060",32.02039233971194,-83.05994790395981,nominatim,NA,NA,NA,NA,"c(NA, NA)",NA,NA,NA,NA,NA,TRUE,"c(-83.0599479039598, 32.0203923397119)",NA
6,GA,Street Address,"26 PICKERTON STREET, MILAN, GA 31060",32.02039233971194,-83.05994790395981,postgis,87,32.05757000000001,-81.13784000000001,1,"c(-81.13784, 32.05757)",NA,NA,NA,NA,NA,FALSE,"c(-83.0599479039598, 32.0203923397119)",181220.1192679366
7,FL,Street Address,"4724 WEST VINE STREET, KISSIMMEE, FL 34746",28.322816768070087,-81.47153760469782,degauss,NA,28.30741,-81.46416,NA,"c(-81.46416, 28.30741)",0.806,street,1,NA,NA,FALSE,"c(-81.4715376046978, 28.3228167680701)",1859.161180673536
7,FL,Street Address,"4724 WEST VINE STREET, KISSIMMEE, FL 34746",28.322816768070087,-81.47153760469782,nominatim,NA,28.3044536,-81.4478346,NA,"c(-81.4478346, 28.3044536)",NA,NA,NA,trunk,1,FALSE,"c(-81.4715376046978, 28.3228167680701)",3090.8427565291286
7,FL,Street Address,"4724 WEST VINE STREET, KISSIMMEE, FL 34746",28.322816768070087,-81.47153760469782,nominatim,NA,28.3045576,-81.425154,NA,"c(-81.425154, 28.3045576)",NA,NA,NA,trunk,2,FALSE,"c(-81.4715376046978, 28.3228167680701)",4973.852997867521
7,FL,Street Address,"4724 WEST VINE STREET, KISSIMMEE, FL 34746",28.322816768070087,-81.47153760469782,postgis,5,28.30362,-81.45851,1,"c(-81.45851, 28.30362)",NA,NA,NA,NA,NA,FALSE,"c(-81.4715376046978, 28.3228167680701)",2486.536859493477
8,AZ,Street Address,"1959 SOUTH VAL VISTA DRIVE, MESA, AZ 85204",33.380047609170894,-111.751927451789,degauss,NA,33.380979,-111.753951,NA,"c(-111.753951, 33.380979)",0.958,range,1,NA,NA,FALSE,"c(-111.751927451789, 33.3800476091709)",214.54283497112064
8,AZ,Street Address,"1959 SOUTH VAL VISTA DRIVE, MESA, AZ 85204",33.380047609170894,-111.751927451789,nominatim,NA,33.3986504,-111.753791,NA,"c(-111.753791, 33.3986504)",NA,NA,NA,secondary,1,FALSE,"c(-111.751927451789, 33.3800476091709)",2075.7622871532412
8,AZ,Street Address,"1959 SOUTH VAL VISTA DRIVE, MESA, AZ 85204",33.380047609170894,-111.751927451789,nominatim,NA,33.4008597,-111.7537982,NA,"c(-111.7537982, 33.4008597)",NA,NA,NA,secondary,2,FALSE,"c(-111.751927451789, 33.3800476091709)",2320.7108884966938
8,AZ,Street Address,"1959 SOUTH VAL VISTA DRIVE, MESA, AZ 85204",33.380047609170894,-111.751927451789,nominatim,NA,33.3804352,-111.7520862,NA,"c(-111.7520862, 33.3804352)",NA,NA,NA,tax_advisor,3,FALSE,"c(-111.751927451789, 33.3800476091709)",45.54915627715074
8,AZ,Street Address,"1959 SOUTH VAL VISTA DRIVE, MESA, AZ 85204",33.380047609170894,-111.751927451789,nominatim,NA,33.3796272,-111.7520731,NA,"c(-111.7520731, 33.3796272)",NA,NA,NA,money_lender,4,FALSE,"c(-111.751927451789, 33.3800476091709)",48.6643243180416
8,AZ,Street Address,"1959 SOUTH VAL VISTA DRIVE, MESA, AZ 85204",33.380047609170894,-111.751927451789,nominatim,NA,33.3800543,-111.7520894,NA,"c(-111.7520894, 33.3800543)",NA,NA,NA,electronics_repair,5,FALSE,"c(-111.751927451789, 33.3800476091709)",15.055657337540486
8,AZ,Street Address,"1959 SOUTH VAL VISTA DRIVE, MESA, AZ 85204",33.380047609170894,-111.751927451789,nominatim,NA,33.3798626,-111.751832,NA,"c(-111.751832, 33.3798626)",NA,NA,NA,dentist,6,FALSE,"c(-111.751927451789, 33.3800476091709)",22.400074613242573
8,AZ,Street Address,"1959 SOUTH VAL VISTA DRIVE, MESA, AZ 85204",33.380047609170894,-111.751927451789,nominatim,NA,33.3802342,-111.7518248,NA,"c(-111.7518248, 33.3802342)",NA,NA,NA,clinic,7,FALSE,"c(-111.751927451789, 33.3800476091709)",22.832594405880478
8,AZ,Street Address,"1959 SOUTH VAL VISTA DRIVE, MESA, AZ 85204",33.380047609170894,-111.751927451789,nominatim,NA,33.3800663,-111.7519616,NA,"c(-111.7519616, 33.3800663)",NA,NA,NA,yes,8,FALSE,"c(-111.751927451789, 33.3800476091709)",3.791179242890824
8,AZ,Street Address,"1959 SOUTH VAL VISTA DRIVE, MESA, AZ 85204",33.380047609170894,-111.751927451789,postgis,0,33.38098,-111.75384,1,"c(-111.75384, 33.38098)",NA,NA,NA,NA,NA,FALSE,"c(-111.751927451789, 33.3800476091709)",205.63292400113934
9,MA,Street Address,"400 FAUNCE CORNER ROAD, NORTH DARTMOUTH, MA 02747",41.66692812648312,-70.99522286271055,degauss,NA,41.671411,-70.990683,NA,"c(-70.990683, 41.671411)",1,range,1,NA,NA,FALSE,"c(-70.9952228627105, 41.6669281264831)",625.0390818486716
9,MA,Street Address,"400 FAUNCE CORNER ROAD, NORTH DARTMOUTH, MA 02747",41.66692812648312,-70.99522286271055,nominatim,NA,NA,NA,NA,"c(NA, NA)",NA,NA,NA,NA,NA,TRUE,"c(-70.9952228627105, 41.6669281264831)",NA
9,MA,Street Address,"400 FAUNCE CORNER ROAD, NORTH DARTMOUTH, MA 02747",41.66692812648312,-70.99522286271055,postgis,19,41.649,-70.9886,1,"c(-70.9886, 41.649)",NA,NA,NA,NA,NA,FALSE,"c(-70.9952228627105, 41.6669281264831)",2068.054138332071
10,MD,Street Address,"12500 WISTERIA DR, GERMANTOWN, MD 20874",39.16770328070791,-77.26077027581668,degauss,NA,39.167855,-77.259879,NA,"c(-77.259879, 39.167855)",1,range,1,NA,NA,FALSE,"c(-77.2607702758167, 39.1677032807079)",78.66674051360098
10,MD,Street Address,"12500 WISTERIA DR, GERMANTOWN, MD 20874",39.16770328070791,-77.26077027581668,nominatim,NA,39.16758675,-77.26101599463406,NA,"c(-77.2610159946341, 39.16758675)",NA,NA,NA,school,1,FALSE,"c(-77.2607702758167, 39.1677032807079)",24.832130360339015
10,MD,Street Address,"12500 WISTERIA DR, GERMANTOWN, MD 20874",39.16770328070791,-77.26077027581668,postgis,0,39.16782000000001,-77.25999,1,"c(-77.25999, 39.16782)",NA,NA,NA,NA,NA,FALSE,"c(-77.2607702758167, 39.1677032807079)",68.50784877639846
11,CA,Street Address,"2500 ALTON PARKWAY, IRVINE, CA 92606",33.69144285582379,-117.83685623355926,degauss,NA,33.690218,-117.834555,NA,"c(-117.834555, 33.690218)",1,range,1,NA,NA,FALSE,"c(-117.836856233559, 33.6914428558238)",252.74438237445472
11,CA,Street Address,"2500 ALTON PARKWAY, IRVINE, CA 92606",33.69144285582379,-117.83685623355926,nominatim,NA,33.6905677,-117.83602010901132,NA,"c(-117.836020109011, 33.6905677)",NA,NA,NA,commercial,1,FALSE,"c(-117.836856233559, 33.6914428558238)",124.31405487688681
11,CA,Street Address,"2500 ALTON PARKWAY, IRVINE, CA 92606",33.69144285582379,-117.83685623355926,postgis,0,33.69015,-117.83462,1,"c(-117.83462, 33.69015)",NA,NA,NA,NA,NA,FALSE,"c(-117.836856233559, 33.6914428558238)",251.93651005511794
12,MT,Street Address,"298 OSLOSKI ROAD, EUREKA, MT 59917",48.89061092215995,-115.05963431943708,degauss,NA,48.890383,-115.060616,NA,"c(-115.060616, 48.890383)",1,range,1,NA,NA,FALSE,"c(-115.059634319437, 48.89061092216)",76.11472490671036
12,MT,Street Address,"298 OSLOSKI ROAD, EUREKA, MT 59917",48.89061092215995,-115.05963431943708,nominatim,NA,NA,NA,NA,"c(NA, NA)",NA,NA,NA,NA,NA,TRUE,"c(-115.059634319437, 48.89061092216)",NA
12,MT,Street Address,"298 OSLOSKI ROAD, EUREKA, MT 59917",48.89061092215995,-115.05963431943708,postgis,0,48.89040000000001,-115.06069,1,"c(-115.06069, 48.8904)",NA,NA,NA,NA,NA,FALSE,"c(-115.059634319437, 48.89061092216)",80.66643001781352
13,RI,Street Address,"401 ELMGROVE AVE, PROVIDENCE, RI 2906",41.84140300021457,-71.39254100037813,degauss,NA,41.843292,-71.392632,NA,"c(-71.392632, 41.843292)",1,range,1,NA,NA,FALSE,"c(-71.3925410003781, 41.8414030002146)",210.18274697660684
13,RI,Street Address,"401 ELMGROVE AVE, PROVIDENCE, RI 2906",41.84140300021457,-71.39254100037813,nominatim,NA,41.8377881,-71.3919811,NA,"c(-71.3919811, 41.8377881)",NA,NA,NA,tertiary,1,FALSE,"c(-71.3925410003781, 41.8414030002146)",404.6264995017056
13,RI,Street Address,"401 ELMGROVE AVE, PROVIDENCE, RI 2906",41.84140300021457,-71.39254100037813,postgis,0,41.84370000000001,-71.39234,1,"c(-71.39234, 41.8437)",NA,NA,NA,NA,NA,FALSE,"c(-71.3925410003781, 41.8414030002146)",255.95727162033174
14,NH,Street Address,"30 STRAFFORD RD, CENTER STRAFFORD, NH 3884",43.26912299998386,-71.11927699976846,degauss,NA,43.268848,-71.120424,NA,"c(-71.120424, 43.268848)",0.567,range,1,NA,NA,FALSE,"c(-71.1192769997685, 43.2691229999839)",97.7728503733479
14,NH,Street Address,"30 STRAFFORD RD, CENTER STRAFFORD, NH 3884",43.26912299998386,-71.11927699976846,nominatim,NA,43.2686275,-71.1229029,NA,"c(-71.1229029, 43.2686275)",NA,NA,NA,secondary,1,FALSE,"c(-71.1192769997685, 43.2691229999839)",298.7007691629877
14,NH,Street Address,"30 STRAFFORD RD, CENTER STRAFFORD, NH 3884",43.26912299998386,-71.11927699976846,postgis,9,43.26886,-71.12016000000001,1,"c(-71.12016, 43.26886)",NA,NA,NA,NA,NA,FALSE,"c(-71.1192769997685, 43.2691229999839)",77.24300251226244
15,MT,Street Address,"120 NORTH 19TH AVENUE, BOZEMAN, MT 59718",45.67989457723086,-111.06203110612012,degauss,NA,45.681762,-111.062072,NA,"c(-111.062072, 45.681762)",0.941,range,1,NA,NA,FALSE,"c(-111.06203110612, 45.6798945772309)",207.67256505086303
15,MT,Street Address,"120 NORTH 19TH AVENUE, BOZEMAN, MT 59718",45.67989457723086,-111.06203110612012,nominatim,NA,45.680911249999994,-111.0610383007687,NA,"c(-111.061038300769, 45.68091125)",NA,NA,NA,dentist,1,FALSE,"c(-111.06203110612, 45.6798945772309)",136.85360934806855
15,MT,Street Address,"120 NORTH 19TH AVENUE, BOZEMAN, MT 59718",45.67989457723086,-111.06203110612012,nominatim,NA,45.68117405,-111.06148282483029,NA,"c(-111.06148282483, 45.68117405)",NA,NA,NA,clinic,2,FALSE,"c(-111.06203110612, 45.6798945772309)",148.51047815487289
15,MT,Street Address,"120 NORTH 19TH AVENUE, BOZEMAN, MT 59718",45.67989457723086,-111.06203110612012,nominatim,NA,45.6811986,-111.06163742799998,NA,"c(-111.061637428, 45.6811986)",NA,NA,NA,clinic,3,FALSE,"c(-111.06203110612, 45.6798945772309)",148.1912402655544
15,MT,Street Address,"120 NORTH 19TH AVENUE, BOZEMAN, MT 59718",45.67989457723086,-111.06203110612012,postgis,0,45.68176,-111.06202,1,"c(-111.06202, 45.68176)",NA,NA,NA,NA,NA,FALSE,"c(-111.06203110612, 45.6798945772309)",207.42766798191934
16,ND,Street Address,"104 South Main Street, Drayton, North Dakota 58225",48.5613990000001,-97.1777229999999,degauss,NA,48.561665,-97.177753,NA,"c(-97.177753, 48.561665)",1,range,1,NA,NA,FALSE,"c(-97.1777229999999, 48.5613990000001)",29.66017543799033
16,ND,Street Address,"104 South Main Street, Drayton, North Dakota 58225",48.5613990000001,-97.1777229999999,nominatim,NA,48.559319,-97.17764,NA,"c(-97.17764, 48.559319)",NA,NA,NA,secondary,1,FALSE,"c(-97.1777229999999, 48.5613990000001)",231.36645344498677
16,ND,Street Address,"104 South Main Street, Drayton, North Dakota 58225",48.5613990000001,-97.1777229999999,postgis,0,48.56166,-97.17781000000001,1,"c(-97.17781, 48.56166)",NA,NA,NA,NA,NA,FALSE,"c(-97.1777229999999, 48.5613990000001)",29.71973165157868
17,MN,Street Address,"6085 7TH ST NE, FRIDLEY, MN 55432",45.07818080929724,-93.25689798005511,degauss,NA,45.078859,-93.257967,NA,"c(-93.257967, 45.078859)",0.935,range,1,NA,NA,FALSE,"c(-93.2568979800551, 45.0781808092972)",112.83855768932519
17,MN,Street Address,"6085 7TH ST NE, FRIDLEY, MN 55432",45.07818080929724,-93.25689798005511,nominatim,NA,45.07808915,-93.256576428975535,NA,"c(-93.2565764289755, 45.07808915)",NA,NA,NA,school,1,FALSE,"c(-93.2568979800551, 45.0781808092972)",27.22758544198366
17,MN,Street Address,"6085 7TH ST NE, FRIDLEY, MN 55432",45.07818080929724,-93.25689798005511,postgis,0,45.07886000000001,-93.25792000000001,1,"c(-93.25792, 45.07886)",NA,NA,NA,NA,NA,FALSE,"c(-93.2568979800551, 45.0781808092972)",110.197146892823
18,HI,Street Address,"92 - 885 Makakilo Drive, Kapolei, HI 96707",21.354525797785023,-158.08658580446323,degauss,NA,21.355044,-158.086839,NA,"c(-158.086839, 21.355044)",0.902,range,1,NA,NA,FALSE,"c(-158.086585804463, 21.354525797785)",63.307116181357884
18,HI,Street Address,"92 - 885 Makakilo Drive, Kapolei, HI 96707",21.354525797785023,-158.08658580446323,nominatim,NA,NA,NA,NA,"c(NA, NA)",NA,NA,NA,NA,NA,TRUE,"c(-158.086585804463, 21.354525797785)",NA
18,HI,Street Address,"92 - 885 Makakilo Drive, Kapolei, HI 96707",21.354525797785023,-158.08658580446323,postgis,50,21.34052,-158.0762,1,"c(-158.0762, 21.34052)",NA,NA,NA,NA,NA,FALSE,"c(-158.086585804463, 21.354525797785)",1892.7149123591978
19,DE,Street Address,"2600 GLASGOW AVENUE, NEWARK, DE 19702",39.59927929042592,-75.74447065930605,degauss,NA,39.596096,-75.742164,NA,"c(-75.742164, 39.596096)",1,range,1,NA,NA,FALSE,"c(-75.744470659306, 39.5992792904259)",405.40314461441955
19,DE,Street Address,"2600 GLASGOW AVENUE, NEWARK, DE 19702",39.59927929042592,-75.74447065930605,nominatim,NA,39.59913455,-75.74514905063043,NA,"c(-75.7451490506304, 39.59913455)",NA,NA,NA,clinic,1,FALSE,"c(-75.744470659306, 39.5992792904259)",60.310532464838
19,DE,Street Address,"2600 GLASGOW AVENUE, NEWARK, DE 19702",39.59927929042592,-75.74447065930605,postgis,7,39.59498000000001,-75.74201000000001,1,"c(-75.74201, 39.59498)",NA,NA,NA,NA,NA,FALSE,"c(-75.744470659306, 39.5992792904259)",522.4856608155214
20,NY,Street Address,"453 LEROY ST, BUFFALO, NY 14215",42.93255441776313,-78.82877288395068,degauss,NA,42.944913,-78.787871,NA,"c(-78.787871, 42.944913)",0.732,street,1,NA,NA,FALSE,"c(-78.8287728839507, 42.9325544177631)",3602.0194179873706
20,NY,Street Address,"453 LEROY ST, BUFFALO, NY 14215",42.93255441776313,-78.82877288395068,nominatim,NA,NA,NA,NA,"c(NA, NA)",NA,NA,NA,NA,NA,TRUE,"c(-78.8287728839507, 42.9325544177631)",NA
20,NY,Street Address,"453 LEROY ST, BUFFALO, NY 14215",42.93255441776313,-78.82877288395068,postgis,15,42.93265,-78.82981000000001,1,"c(-78.82981, 42.93265)",NA,NA,NA,NA,NA,FALSE,"c(-78.8287728839507, 42.9325544177631)",85.10009260717825
21,TN,Street Address,"785 UNITED STATES HIGHWAY 321, LENOIR CITY, TN 37771",35.81527463046385,-84.26387846149575,degauss,NA,35.813845,-84.263777,NA,"c(-84.263777, 35.813845)",0.847,range,1,NA,NA,FALSE,"c(-84.2638784614958, 35.8152746304638)",159.23094664881387
21,TN,Street Address,"785 UNITED STATES HIGHWAY 321, LENOIR CITY, TN 37771",35.81527463046385,-84.26387846149575,nominatim,NA,NA,NA,NA,"c(NA, NA)",NA,NA,NA,NA,NA,TRUE,"c(-84.2638784614958, 35.8152746304638)",NA
21,TN,Street Address,"785 UNITED STATES HIGHWAY 321, LENOIR CITY, TN 37771",35.81527463046385,-84.26387846149575,postgis,17,35.81385,-84.26377000000001,1,"c(-84.26377, 35.81385)",NA,NA,NA,NA,NA,FALSE,"c(-84.2638784614958, 35.8152746304638)",158.71353608931113
22,WI,Street Address,"265 GRIFFIN STREET WEST, AMERY, WI 54001",45.29543159794347,-92.36863233946188,degauss,NA,45.296028,-92.370548,NA,"c(-92.370548, 45.296028)",0.878,range,1,NA,NA,FALSE,"c(-92.3686323394619, 45.2954315979435)",163.86220000655322
22,WI,Street Address,"265 GRIFFIN STREET WEST, AMERY, WI 54001",45.29543159794347,-92.36863233946188,nominatim,NA,45.2959538,-92.371281,NA,"c(-92.371281, 45.2959538)",NA,NA,NA,residential,1,FALSE,"c(-92.3686323394619, 45.2954315979435)",215.16156642339087
22,WI,Street Address,"265 GRIFFIN STREET WEST, AMERY, WI 54001",45.29543159794347,-92.36863233946188,postgis,2,45.29604,-92.37076,1,"c(-92.37076, 45.29604)",NA,NA,NA,NA,NA,FALSE,"c(-92.3686323394619, 45.2954315979435)",179.6500304537277
23,RI,Street Address,"2119 HARTFORD AVE, JOHNSTON, RI 2919",41.83034700017512,-71.53058600031923,degauss,NA,41.830345,-71.530491,NA,"c(-71.530491, 41.830345)",1,range,1,NA,NA,FALSE,"c(-71.5305860003192, 41.8303470001751)",7.874299332628761
23,RI,Street Address,"2119 HARTFORD AVE, JOHNSTON, RI 2919",41.83034700017512,-71.53058600031923,nominatim,NA,41.8300054,-71.520821,NA,"c(-71.520821, 41.8300054)",NA,NA,NA,trunk,1,FALSE,"c(-71.5305860003192, 41.8303470001751)",809.9627643498685
23,RI,Street Address,"2119 HARTFORD AVE, JOHNSTON, RI 2919",41.83034700017512,-71.53058600031923,nominatim,NA,41.8250816,-71.5043413,NA,"c(-71.5043413, 41.8250816)",NA,NA,NA,secondary,2,FALSE,"c(-71.5305860003192, 41.8303470001751)",2252.008271967447
23,RI,Street Address,"2119 HARTFORD AVE, JOHNSTON, RI 2919",41.83034700017512,-71.53058600031923,postgis,0,41.83036000000001,-71.53066000000001,1,"c(-71.53066, 41.83036)",NA,NA,NA,NA,NA,FALSE,"c(-71.5305860003192, 41.8303470001751)",6.299266813616455
24,NE,Street Address,"2610 14TH STREET, COLUMBUS, NE 68601",41.43064107036443,-97.3600672209428,degauss,NA,41.430351,-97.359487,NA,"c(-97.359487, 41.430351)",0.916,range,1,NA,NA,FALSE,"c(-97.3600672209428, 41.4306410703644)",58.14008047871426
24,NE,Street Address,"2610 14TH STREET, COLUMBUS, NE 68601",41.43064107036443,-97.3600672209428,nominatim,NA,41.4305675,-97.3603195,NA,"c(-97.3603195, 41.4305675)",NA,NA,NA,courthouse,1,FALSE,"c(-97.3600672209428, 41.4306410703644)",22.56729975118868
24,NE,Street Address,"2610 14TH STREET, COLUMBUS, NE 68601",41.43064107036443,-97.3600672209428,postgis,0,41.43037,-97.35952,1,"c(-97.35952, 41.43037)",NA,NA,NA,NA,NA,FALSE,"c(-97.3600672209428, 41.4306410703644)",54.67949437802656
25,RI,Street Address,"45 SPRAGUE AVENUE, CRANSTON, RI 02910",41.78607476594456,-71.43731478675176,degauss,NA,41.78596,-71.437156,NA,"c(-71.437156, 41.78596)",1,range,1,NA,NA,FALSE,"c(-71.4373147867518, 41.7860747659446)",18.33512438687071
25,RI,Street Address,"45 SPRAGUE AVENUE, CRANSTON, RI 02910",41.78607476594456,-71.43731478675176,nominatim,NA,41.785957,-71.437881,NA,"c(-71.437881, 41.785957)",NA,NA,NA,residential,1,FALSE,"c(-71.4373147867518, 41.7860747659446)",48.737667073421065
25,RI,Street Address,"45 SPRAGUE AVENUE, CRANSTON, RI 02910",41.78607476594456,-71.43731478675176,postgis,0,41.78597000000001,-71.43765,1,"c(-71.43765, 41.78597)",NA,NA,NA,NA,NA,FALSE,"c(-71.4373147867518, 41.7860747659446)",30.135692382560542
26,NY,Street Address,"1182 CHENANGO STREET, BINGHAMTON, NY 13901",42.1516700121205,-75.88328008284678,degauss,NA,42.152194,-75.88484,NA,"c(-75.88484, 42.152194)",1,range,1,NA,NA,FALSE,"c(-75.8832800828468, 42.1516700121205)",141.1780162434279
26,NY,Street Address,"1182 CHENANGO STREET, BINGHAMTON, NY 13901",42.1516700121205,-75.88328008284678,nominatim,NA,42.1520703,-75.8822004,NA,"c(-75.8822004, 42.1520703)",NA,NA,NA,house,1,FALSE,"c(-75.8832800828468, 42.1516700121205)",99.51429254618236
26,NY,Street Address,"1182 CHENANGO STREET, BINGHAMTON, NY 13901",42.1516700121205,-75.88328008284678,nominatim,NA,42.12198,-75.899202,NA,"c(-75.899202, 42.12198)",NA,NA,NA,tertiary,2,FALSE,"c(-75.8832800828468, 42.1516700121205)",3552.849111102338
26,NY,Street Address,"1182 CHENANGO STREET, BINGHAMTON, NY 13901",42.1516700121205,-75.88328008284678,nominatim,NA,42.1045167,-75.9074521,NA,"c(-75.9074521, 42.1045167)",NA,NA,NA,tertiary,3,FALSE,"c(-75.8832800828468, 42.1516700121205)",5609.366749072997
26,NY,Street Address,"1182 CHENANGO STREET, BINGHAMTON, NY 13901",42.1516700121205,-75.88328008284678,postgis,7,42.12489,-75.89796000000001,1,"c(-75.89796, 42.12489)",NA,NA,NA,NA,NA,FALSE,"c(-75.8832800828468, 42.1516700121205)",3214.4128388889617
