id,location_source_value,lat_input,long_input,geocoder,rating_postgis,lat_gc,long_gc,result_postgis,geometry,score_degauss,precision_degauss,result_degauss,type_gc,result_nominatim,failure,geometry_true,gc_diff_m
3,"672 MAIN ST, DAMARISCOTTA, ME 04543",44.0466194152832,-69.5044326782227,postgis,0,44.04662,-69.50454,1,"c(-69.50454, 44.04662)",NA,NA,NA,NA,NA,FALSE,"c(-69.5044326782227, 44.0466194152832)",8.577852061036113
4,"1176 MAIN ST, WATERBORO, ME 04087",43.5199737548828,-70.7196502685547,degauss,NA,43.521291,-70.71939,NA,"c(-70.71939, 43.521291)",1,range,1,NA,NA,FALSE,"c(-70.7196502685547, 43.5199737548828)",147.96691671088607
4,"1176 MAIN ST, WATERBORO, ME 04087",43.5199737548828,-70.7196502685547,nominatim,NA,43.5196115,-70.719167,NA,"c(-70.719167, 43.5196115)",NA,NA,NA,church,1,FALSE,"c(-70.7196502685547, 43.5199737548828)",56.04429128285839
4,"1176 MAIN ST, WATERBORO, ME 04087",43.5199737548828,-70.7196502685547,postgis,0,43.52129,-70.71945000000001,1,"c(-70.71945, 43.52129)",NA,NA,NA,NA,NA,FALSE,"c(-70.7196502685547, 43.5199737548828)",147.2480975693657
5,"48 MILL ST, ORONO, ME 04473",44.8832359313965,-68.6701583862305,degauss,NA,44.88313,-68.669595,NA,"c(-68.669595, 44.88313)",1,range,1,NA,NA,FALSE,"c(-68.6701583862305, 44.8832359313965)",45.92379459601564
5,"48 MILL ST, ORONO, ME 04473",44.8832359313965,-68.6701583862305,nominatim,NA,44.883333,-68.67005836410992,NA,"c(-68.6700583641099, 44.883333)",NA,NA,NA,yes,1,FALSE,"c(-68.6701583862305, 44.8832359313965)",13.36420135993107
5,"48 MILL ST, ORONO, ME 04473",44.8832359313965,-68.6701583862305,postgis,0,44.88322,-68.66956,1,"c(-68.66956, 44.88322)",NA,NA,NA,NA,NA,FALSE,"c(-68.6701583862305, 44.8832359313965)",47.17826221397299
6,"111 04 223 ST, QUEENS VILLAGE, NY 11429",40.7059326171875,-73.7339553833008,degauss,NA,40.711426,-73.73143,NA,"c(-73.73143, 40.711426)",0.707,range,1,NA,NA,FALSE,"c(-73.7339553833008, 40.7059326171875)",646.8642072323047
6,"111 04 223 ST, QUEENS VILLAGE, NY 11429",40.7059326171875,-73.7339553833008,degauss,NA,40.712071,-73.731108,NA,"c(-73.731108, 40.712071)",0.707,range,2,NA,NA,FALSE,"c(-73.7339553833008, 40.7059326171875)",723.5244499293979
6,"111 04 223 ST, QUEENS VILLAGE, NY 11429",40.7059326171875,-73.7339553833008,degauss,NA,40.710775,-73.731716,NA,"c(-73.731716, 40.710775)",0.707,range,3,NA,NA,FALSE,"c(-73.7339553833008, 40.7059326171875)",570.5762369691089
6,"111 04 223 ST, QUEENS VILLAGE, NY 11429",40.7059326171875,-73.7339553833008,degauss,NA,40.705318,-73.73406,NA,"c(-73.73406, 40.705318)",0.707,range,4,NA,NA,FALSE,"c(-73.7339553833008, 40.7059326171875)",68.90901882684149
6,"111 04 223 ST, QUEENS VILLAGE, NY 11429",40.7059326171875,-73.7339553833008,nominatim,NA,NA,NA,NA,"c(NA, NA)",NA,NA,NA,NA,NA,TRUE,"c(-73.7339553833008, 40.7059326171875)",NA
6,"111 04 223 ST, QUEENS VILLAGE, NY 11429",40.7059326171875,-73.7339553833008,postgis,77,40.97347000000001,-72.14460000000001,1,"c(-72.1446, 40.97347)",NA,NA,NA,NA,NA,FALSE,"c(-73.7339553833008, 40.7059326171875)",136969.98682497902
7,"17 WESTMANLAND RD, NEW SWEDEN, ME 04762",46.9416885375977,-68.1337814331055,degauss,NA,46.941727,-68.136823,NA,"c(-68.136823, 46.941727)",1,range,1,NA,NA,FALSE,"c(-68.1337814331055, 46.9416885375977)",230.947985593912
7,"17 WESTMANLAND RD, NEW SWEDEN, ME 04762",46.9416885375977,-68.1337814331055,nominatim,NA,46.9418031,-68.1337824,NA,"c(-68.1337824, 46.9418031)",NA,NA,NA,house,1,FALSE,"c(-68.1337814331055, 46.9416885375977)",12.738989401631965
7,"17 WESTMANLAND RD, NEW SWEDEN, ME 04762",46.9416885375977,-68.1337814331055,postgis,0,46.94174,-68.13690000000001,1,"c(-68.1369, 46.94174)",NA,NA,NA,NA,NA,FALSE,"c(-68.1337814331055, 46.9416885375977)",236.8231512510401
8,"71 PARK ST, EXETER, NH 03833",42.9845657348633,-70.9602737426758,degauss,NA,42.984556,-70.959839,NA,"c(-70.959839, 42.984556)",1,range,1,NA,NA,FALSE,"c(-70.9602737426758, 42.9845657348633)",35.38000218152739
8,"71 PARK ST, EXETER, NH 03833",42.9845657348633,-70.9602737426758,nominatim,NA,42.9846521,-70.9527529,NA,"c(-70.9527529, 42.9846521)",NA,NA,NA,residential,1,FALSE,"c(-70.9602737426758, 42.9845657348633)",611.8456609476749
8,"71 PARK ST, EXETER, NH 03833",42.9845657348633,-70.9602737426758,postgis,0,42.98458,-70.95992000000001,1,"c(-70.95992, 42.98458)",NA,NA,NA,NA,NA,FALSE,"c(-70.9602737426758, 42.9845657348633)",28.81830669174936
9,"78 LITCHFIELD RD, LONDONDERRY, NH 03053",42.8970031738281,-71.40869140625,degauss,NA,42.896855,-71.408112,NA,"c(-71.408112, 42.896855)",1,range,1,NA,NA,FALSE,"c(-71.40869140625, 42.8970031738281)",49.991156580692696
9,"78 LITCHFIELD RD, LONDONDERRY, NH 03053",42.8970031738281,-71.40869140625,nominatim,NA,42.898893799999996,-71.40828134451056,NA,"c(-71.4082813445106, 42.8988938)",NA,NA,NA,place_of_worship,1,FALSE,"c(-71.40869140625, 42.8970031738281)",212.86547773311986
9,"78 LITCHFIELD RD, LONDONDERRY, NH 03053",42.8970031738281,-71.40869140625,postgis,0,42.89687000000001,-71.40825000000001,1,"c(-71.40825, 42.89687)",NA,NA,NA,NA,NA,FALSE,"c(-71.40869140625, 42.8970031738281)",38.886540986421394
10,"118 CHURCH ST, BARRINGTON, NH 03825",43.2277221679688,-71.0528411865234,degauss,NA,43.267206,-70.978943,NA,"c(-70.978943, 43.267206)",0.805,range,1,NA,NA,FALSE,"c(-71.0528411865234, 43.2277221679688)",7422.950460047742
10,"118 CHURCH ST, BARRINGTON, NH 03825",43.2277221679688,-71.0528411865234,nominatim,NA,43.2286713,-71.0541077,NA,"c(-71.0541077, 43.2286713)",NA,NA,NA,secondary,1,FALSE,"c(-71.0528411865234, 43.2277221679688)",147.20029620792778
10,"118 CHURCH ST, BARRINGTON, NH 03825",43.2277221679688,-71.0528411865234,postgis,81,43.13227000000001,-70.92199000000001,1,"c(-70.92199, 43.13227)",NA,NA,NA,NA,NA,FALSE,"c(-71.0528411865234, 43.2277221679688)",15007.483396065069
11,"159 ROCHESTER HILL RD, ROCHESTER, NH 03867",43.2851638793945,-70.9389343261719,degauss,NA,43.285094,-70.938445,NA,"c(-70.938445, 43.285094)",1,range,1,NA,NA,FALSE,"c(-70.9389343261719, 43.2851638793945)",40.36326715752347
11,"159 ROCHESTER HILL RD, ROCHESTER, NH 03867",43.2851638793945,-70.9389343261719,nominatim,NA,43.2974832,-70.9624119,NA,"c(-70.9624119, 43.2974832)",NA,NA,NA,primary,1,FALSE,"c(-70.9389343261719, 43.2851638793945)",2342.477141243253
11,"159 ROCHESTER HILL RD, ROCHESTER, NH 03867",43.2851638793945,-70.9389343261719,postgis,0,43.28523000000001,-70.93947,1,"c(-70.93947, 43.28523)",NA,NA,NA,NA,NA,FALSE,"c(-70.9389343261719, 43.2851638793945)",43.97875767910597
12,"272 LOWELL RD, HUDSON, NH 03051",42.7221145629883,-71.4208908081055,degauss,NA,42.723066,-71.421947,NA,"c(-71.421947, 42.723066)",1,range,1,NA,NA,FALSE,"c(-71.4208908081055, 42.7221145629883)",136.51648710118025
12,"272 LOWELL RD, HUDSON, NH 03051",42.7221145629883,-71.4208908081055,nominatim,NA,42.72302685,-71.42030065638488,NA,"c(-71.4203006563849, 42.72302685)",NA,NA,NA,place_of_worship,1,FALSE,"c(-71.4208908081055, 42.7221145629883)",112.31454715162737
12,"272 LOWELL RD, HUDSON, NH 03051",42.7221145629883,-71.4208908081055,postgis,7,42.74250000000001,-71.42734,1,"c(-71.42734, 42.7425)",NA,NA,NA,NA,NA,FALSE,"c(-71.4208908081055, 42.7221145629883)",2327.158387709561
13,"94 LINDEN ST, EXETER, NH 03833",42.9657592773438,-70.9647445678711,degauss,NA,42.966414,-70.964746,NA,"c(-70.964746, 42.966414)",0.902,street,1,NA,NA,FALSE,"c(-70.9647445678711, 42.9657592773438)",72.80204525957953
13,"94 LINDEN ST, EXETER, NH 03833",42.9657592773438,-70.9647445678711,degauss,NA,42.965683,-70.964833,NA,"c(-70.964833, 42.965683)",0.902,street,2,NA,NA,FALSE,"c(-70.9647445678711, 42.9657592773438)",11.122721643708347
13,"94 LINDEN ST, EXETER, NH 03833",42.9657592773438,-70.9647445678711,nominatim,NA,42.96570885,-70.96446886703633,NA,"c(-70.9644688670363, 42.96570885)",NA,NA,NA,place_of_worship,1,FALSE,"c(-70.9647445678711, 42.9657592773438)",23.123466050810762
13,"94 LINDEN ST, EXETER, NH 03833",42.9657592773438,-70.9647445678711,postgis,2,42.96679,-70.96438,1,"c(-70.96438, 42.96679)",NA,NA,NA,NA,NA,FALSE,"c(-70.9647445678711, 42.9657592773438)",118.38794468290492
14,"221 WATSON HILL RD, LIMERICK, ME 04048",43.7152290344238,-70.7963943481445,degauss,NA,43.714879,-70.796088,NA,"c(-70.796088, 43.714879)",1,range,1,NA,NA,FALSE,"c(-70.7963943481445, 43.7152290344238)",46.05581053298813
14,"221 WATSON HILL RD, LIMERICK, ME 04048",43.7152290344238,-70.7963943481445,nominatim,NA,43.7152259,-70.7955754,NA,"c(-70.7955754, 43.7152259)",NA,NA,NA,house,1,FALSE,"c(-70.7963943481445, 43.7152290344238)",65.81977284873653
14,"221 WATSON HILL RD, LIMERICK, ME 04048",43.7152290344238,-70.7963943481445,postgis,0,43.71489,-70.79607,1,"c(-70.79607, 43.71489)",NA,NA,NA,NA,NA,FALSE,"c(-70.7963943481445, 43.7152290344238)",45.83392865988739
15,"100 MAPLE AVE, KEENE, NH 03431",42.953254699707,-72.318229675293,degauss,NA,42.95396,-72.317353,NA,"c(-72.317353, 42.95396)",1,range,1,NA,NA,FALSE,"c(-72.318229675293, 42.953254699707)",106.02410888461127
15,"100 MAPLE AVE, KEENE, NH 03431",42.953254699707,-72.318229675293,nominatim,NA,42.9537767,-72.31869744671717,NA,"c(-72.3186974467172, 42.9537767)",NA,NA,NA,place_of_worship,1,FALSE,"c(-72.318229675293, 42.953254699707)",69.41444016454565
15,"100 MAPLE AVE, KEENE, NH 03431",42.953254699707,-72.318229675293,postgis,0,42.95461,-72.31676,1,"c(-72.31676, 42.95461)",NA,NA,NA,NA,NA,FALSE,"c(-72.318229675293, 42.953254699707)",192.39898631051543
16,"505 SOUTH ST, BOW, NH 03304",43.1729583740234,-71.5355834960938,degauss,NA,43.171879,-71.534873,NA,"c(-71.534873, 43.171879)",0.854,range,1,NA,NA,FALSE,"c(-71.5355834960938, 43.1729583740234)",133.13456029717915
16,"505 SOUTH ST, BOW, NH 03304",43.1729583740234,-71.5355834960938,nominatim,NA,43.17299465,-71.53505574985721,NA,"c(-71.5350557498572, 43.17299465)",NA,NA,NA,place_of_worship,1,FALSE,"c(-71.5355834960938, 43.1729583740234)",42.98653264500326
16,"505 SOUTH ST, BOW, NH 03304",43.1729583740234,-71.5355834960938,postgis,0,43.17183000000001,-71.53471,1,"c(-71.53471, 43.17183)",NA,NA,NA,NA,NA,FALSE,"c(-71.5355834960938, 43.1729583740234)",144.08443817951064
17,"36 WINNACUNNET RD, HAMPTON, NH 03842",42.937858581543,-70.836669921875,degauss,NA,42.937915,-70.836997,NA,"c(-70.836997, 42.937915)",1,range,1,NA,NA,FALSE,"c(-70.836669921875, 42.937858581543)",27.354910900180894
17,"36 WINNACUNNET RD, HAMPTON, NH 03842",42.937858581543,-70.836669921875,nominatim,NA,42.9266943,-70.7993702,NA,"c(-70.7993702, 42.9266943)",NA,NA,NA,secondary,1,FALSE,"c(-70.836669921875, 42.937858581543)",3280.615703474058
17,"36 WINNACUNNET RD, HAMPTON, NH 03842",42.937858581543,-70.836669921875,nominatim,NA,42.933012,-70.828131,NA,"c(-70.828131, 42.933012)",NA,NA,NA,secondary,2,FALSE,"c(-70.836669921875, 42.937858581543)",879.5735358163329
17,"36 WINNACUNNET RD, HAMPTON, NH 03842",42.937858581543,-70.836669921875,nominatim,NA,42.9268151,-70.7993526,NA,"c(-70.7993526, 42.9268151)",NA,NA,NA,secondary_link,3,FALSE,"c(-70.836669921875, 42.937858581543)",3276.882018461539
17,"36 WINNACUNNET RD, HAMPTON, NH 03842",42.937858581543,-70.836669921875,nominatim,NA,42.9270085,-70.7988726,NA,"c(-70.7988726, 42.9270085)",NA,NA,NA,secondary_link,4,FALSE,"c(-70.836669921875, 42.937858581543)",3305.229940446582
17,"36 WINNACUNNET RD, HAMPTON, NH 03842",42.937858581543,-70.836669921875,postgis,0,42.93793,-70.83671000000001,1,"c(-70.83671, 42.93793)",NA,NA,NA,NA,NA,FALSE,"c(-70.836669921875, 42.937858581543)",8.585445813054665
18,"433 CLOUGH HILL RD, LOUDON, NH 03307",43.3325233459473,-71.4306488037109,degauss,NA,43.33091,-71.430271,NA,"c(-71.430271, 43.33091)",1,range,1,NA,NA,FALSE,"c(-71.4306488037109, 43.3325233459473)",181.9801054253419
18,"433 CLOUGH HILL RD, LOUDON, NH 03307",43.3325233459473,-71.4306488037109,nominatim,NA,43.3326879,-71.4306313,NA,"c(-71.4306313, 43.3326879)",NA,NA,NA,townhall,1,FALSE,"c(-71.4306488037109, 43.3325233459473)",18.352291570651303
18,"433 CLOUGH HILL RD, LOUDON, NH 03307",43.3325233459473,-71.4306488037109,postgis,0,43.33090000000001,-71.43028000000001,1,"c(-71.43028, 43.3309)",NA,NA,NA,NA,NA,FALSE,"c(-71.4306488037109, 43.3325233459473)",182.95626853675057
19,"127 WEBSTER RD, SHELBURNE, VT 05482",44.3893432617188,-73.2220306396484,degauss,NA,44.389555,-73.221842,NA,"c(-73.221842, 44.389555)",1,range,1,NA,NA,FALSE,"c(-73.2220306396484, 44.3893432617188)",27.910795873192754
19,"127 WEBSTER RD, SHELBURNE, VT 05482",44.3893432617188,-73.2220306396484,nominatim,NA,44.38908885,-73.22145129317258,NA,"c(-73.2214512931726, 44.38908885)",NA,NA,NA,religious,1,FALSE,"c(-73.2220306396484, 44.3893432617188)",54.032608473225736
19,"127 WEBSTER RD, SHELBURNE, VT 05482",44.3893432617188,-73.2220306396484,postgis,0,44.38955000000001,-73.22182000000001,1,"c(-73.22182, 44.38955)",NA,NA,NA,NA,NA,FALSE,"c(-73.2220306396484, 44.3893432617188)",28.435963024785202
20,"300 TRINITY DR, WILLISTON, VT 05495",44.4676208496094,-73.109001159668,degauss,NA,44.467724,-73.108673,NA,"c(-73.108673, 44.467724)",1,range,1,NA,NA,FALSE,"c(-73.109001159668, 44.4676208496094)",28.454835423026548
20,"300 TRINITY DR, WILLISTON, VT 05495",44.4676208496094,-73.109001159668,nominatim,NA,44.4661582,-73.1081343,NA,"c(-73.1081343, 44.4661582)",NA,NA,NA,service,1,FALSE,"c(-73.109001159668, 44.4676208496094)",176.58881973182886
20,"300 TRINITY DR, WILLISTON, VT 05495",44.4676208496094,-73.109001159668,postgis,0,44.46774000000001,-73.10878000000001,1,"c(-73.10878, 44.46774)",NA,NA,NA,NA,NA,FALSE,"c(-73.109001159668, 44.4676208496094)",21.989379697843756
21,"2025 WILLISTON RD, S BURLINGTON, VT 05403",44.459415435791,-73.1468811035156,degauss,NA,44.45961,-73.147226,NA,"c(-73.147226, 44.45961)",0.976,range,1,NA,NA,FALSE,"c(-73.1468811035156, 44.459415435791)",34.89012406543031
21,"2025 WILLISTON RD, S BURLINGTON, VT 05403",44.459415435791,-73.1468811035156,nominatim,NA,44.4664804,-73.169008,NA,"c(-73.169008, 44.4664804)",NA,NA,NA,primary,1,FALSE,"c(-73.1468811035156, 44.459415435791)",1923.7150952438258
21,"2025 WILLISTON RD, S BURLINGTON, VT 05403",44.459415435791,-73.1468811035156,nominatim,NA,44.4631833,-73.1546662,NA,"c(-73.1546662, 44.4631833)",NA,NA,NA,primary,2,FALSE,"c(-73.1468811035156, 44.459415435791)",746.5032462198627
21,"2025 WILLISTON RD, S BURLINGTON, VT 05403",44.459415435791,-73.1468811035156,postgis,4,44.45986000000001,-73.14746000000001,1,"c(-73.14746, 44.45986)",NA,NA,NA,NA,NA,FALSE,"c(-73.1468811035156, 44.459415435791)",67.48711646586709
22,"161 WESTERN AVE, BRATTLEBORO, VT 05301",42.8517570495605,-72.5722045898438,degauss,NA,42.851713,-72.572192,NA,"c(-72.572192, 42.851713)",1,range,1,NA,NA,FALSE,"c(-72.5722045898438, 42.8517570495605)",5.004463106367172
22,"161 WESTERN AVE, BRATTLEBORO, VT 05301",42.8517570495605,-72.5722045898438,nominatim,NA,42.859264,-72.603975,NA,"c(-72.603975, 42.859264)",NA,NA,NA,trunk,1,FALSE,"c(-72.5722045898438, 42.8517570495605)",2720.935712332882
22,"161 WESTERN AVE, BRATTLEBORO, VT 05301",42.8517570495605,-72.5722045898438,nominatim,NA,42.850135,-72.58799,NA,"c(-72.58799, 42.850135)",NA,NA,NA,trunk,2,FALSE,"c(-72.5722045898438, 42.8517570495605)",1299.404548464529
22,"161 WESTERN AVE, BRATTLEBORO, VT 05301",42.8517570495605,-72.5722045898438,nominatim,NA,42.8508281,-72.5784897,NA,"c(-72.5784897, 42.8508281)",NA,NA,NA,primary,3,FALSE,"c(-72.5722045898438, 42.8517570495605)",522.6677341375687
22,"161 WESTERN AVE, BRATTLEBORO, VT 05301",42.8517570495605,-72.5722045898438,postgis,0,42.8518,-72.57222,1,"c(-72.57222, 42.8518)",NA,NA,NA,NA,NA,FALSE,"c(-72.5722045898438, 42.8517570495605)",4.938329638426137
23,"15 JEWETT ST, SWANTON, VT 05488",44.9135093688965,-73.1187973022461,degauss,NA,44.913559,-73.118828,NA,"c(-73.118828, 44.913559)",1,range,1,NA,NA,FALSE,"c(-73.1187973022461, 44.9135093688965)",6.024932502585294
23,"15 JEWETT ST, SWANTON, VT 05488",44.9135093688965,-73.1187973022461,nominatim,NA,44.913559,-73.118828,NA,"c(-73.118828, 44.913559)",NA,NA,NA,residential,1,FALSE,"c(-73.1187973022461, 44.9135093688965)",6.024932502585294
23,"15 JEWETT ST, SWANTON, VT 05488",44.9135093688965,-73.1187973022461,nominatim,NA,44.9109417,-73.1206324,NA,"c(-73.1206324, 44.9109417)",NA,NA,NA,service,2,FALSE,"c(-73.1187973022461, 44.9135093688965)",319.9999973572884
23,"15 JEWETT ST, SWANTON, VT 05488",44.9135093688965,-73.1187973022461,postgis,0,44.91351,-73.11872000000001,1,"c(-73.11872, 44.91351)",NA,NA,NA,NA,NA,FALSE,"c(-73.1187973022461, 44.9135093688965)",6.087601618484043
24,"440 MAIN ST, BENNINGTON, VT 05201",42.878246307373,-73.1962509155273,degauss,NA,42.87831,-73.19638,NA,"c(-73.19638, 42.87831)",1,range,1,NA,NA,FALSE,"c(-73.1962509155273, 42.878246307373)",12.680448721037738
24,"440 MAIN ST, BENNINGTON, VT 05201",42.878246307373,-73.1962509155273,nominatim,NA,42.8818987,-73.1696197,NA,"c(-73.1696197, 42.8818987)",NA,NA,NA,trunk,1,FALSE,"c(-73.1962509155273, 42.878246307373)",2207.6298139543987
24,"440 MAIN ST, BENNINGTON, VT 05201",42.878246307373,-73.1962509155273,nominatim,NA,42.8816224,-73.170866,NA,"c(-73.170866, 42.8816224)",NA,NA,NA,primary,2,FALSE,"c(-73.1962509155273, 42.878246307373)",2102.1967026400366
24,"440 MAIN ST, BENNINGTON, VT 05201",42.878246307373,-73.1962509155273,nominatim,NA,42.8810972,-73.2034852,NA,"c(-73.2034852, 42.8810972)",NA,NA,NA,primary,3,FALSE,"c(-73.1962509155273, 42.878246307373)",669.2984373030989
24,"440 MAIN ST, BENNINGTON, VT 05201",42.878246307373,-73.1962509155273,postgis,0,42.87833000000001,-73.19624,1,"c(-73.19624, 42.87833)",NA,NA,NA,NA,NA,FALSE,"c(-73.1962509155273, 42.878246307373)",9.348617502839877
25,"2 DUANE CT, MIDDLEBURY, VT 05753",44.0100021362305,-73.1650238037109,degauss,NA,44.009975,-73.165464,NA,"c(-73.165464, 44.009975)",1,range,1,NA,NA,FALSE,"c(-73.1650238037109, 44.0100021362305)",35.3331575162499
25,"2 DUANE CT, MIDDLEBURY, VT 05753",44.0100021362305,-73.1650238037109,nominatim,NA,44.0096115,-73.16495883077137,NA,"c(-73.1649588307714, 44.0096115)",NA,NA,NA,place_of_worship,1,FALSE,"c(-73.1650238037109, 44.0100021362305)",43.746525273674486
25,"2 DUANE CT, MIDDLEBURY, VT 05753",44.0100021362305,-73.1650238037109,nominatim,NA,44.0098265,-73.16503003008313,NA,"c(-73.1650300300831, 44.0098265)",NA,NA,NA,yes,2,FALSE,"c(-73.1650238037109, 44.0100021362305)",19.536235356562116
25,"2 DUANE CT, MIDDLEBURY, VT 05753",44.0100021362305,-73.1650238037109,postgis,0,44.00989000000001,-73.16543,1,"c(-73.16543, 44.00989)",NA,NA,NA,NA,NA,FALSE,"c(-73.1650238037109, 44.0100021362305)",34.79585057037619
26,"50 ELMORE RD, WORCESTER, VT 05682",44.3762168884277,-72.5491180419922,degauss,NA,44.376791,-72.549097,NA,"c(-72.549097, 44.376791)",1,range,1,NA,NA,FALSE,"c(-72.5491180419922, 44.3762168884277)",63.86029610298946
26,"50 ELMORE RD, WORCESTER, VT 05682",44.3762168884277,-72.5491180419922,nominatim,NA,44.3763155,-72.5496605,NA,"c(-72.5496605, 44.3763155)",NA,NA,NA,residential,1,FALSE,"c(-72.5491180419922, 44.3762168884277)",44.48606212201857
26,"50 ELMORE RD, WORCESTER, VT 05682",44.3762168884277,-72.5491180419922,postgis,10,44.37461,-72.55005000000001,1,"c(-72.55005, 44.37461)",NA,NA,NA,NA,NA,FALSE,"c(-72.5491180419922, 44.3762168884277)",193.42293178167802
27,"3 FOREST CT, PASSAIC, NJ 07055",40.8489074707031,-74.1437225341797,degauss,NA,40.84892,-74.143559,NA,"c(-74.143559, 40.84892)",1,range,1,NA,NA,FALSE,"c(-74.1437225341797, 40.8489074707031)",13.825575516590739
27,"3 FOREST CT, PASSAIC, NJ 07055",40.8489074707031,-74.1437225341797,nominatim,NA,40.848853,-74.143597,NA,"c(-74.143597, 40.848853)",NA,NA,NA,residential,1,FALSE,"c(-74.1437225341797, 40.8489074707031)",12.172801431824256
27,"3 FOREST CT, PASSAIC, NJ 07055",40.8489074707031,-74.1437225341797,postgis,0,40.84893,-74.14353000000001,1,"c(-74.14353, 40.84893)",NA,NA,NA,NA,NA,FALSE,"c(-74.1437225341797, 40.8489074707031)",16.38706703662572
28,"7 EAST WELLS ROAD, WELLS, VT 05774",43.4171371459961,-73.2035140991211,degauss,NA,43.416914,-73.202551,NA,"c(-73.202551, 43.416914)",1,range,1,NA,NA,FALSE,"c(-73.2035140991211, 43.4171371459961)",81.64990392083888
28,"7 EAST WELLS ROAD, WELLS, VT 05774",43.4171371459961,-73.2035140991211,nominatim,NA,43.417481,-73.202702,NA,"c(-73.202702, 43.417481)",NA,NA,NA,residential,1,FALSE,"c(-73.2035140991211, 43.4171371459961)",75.92243363319508
28,"7 EAST WELLS ROAD, WELLS, VT 05774",43.4171371459961,-73.2035140991211,postgis,0,43.41688000000001,-73.20193,1,"c(-73.20193, 43.41688)",NA,NA,NA,NA,NA,FALSE,"c(-73.2035140991211, 43.4171371459961)",131.10198145702526
29,"38 ELTON AVE, WATERTOWN, MA 02472",42.3693428039551,-71.1583557128906,degauss,NA,42.368971,-71.158394,NA,"c(-71.158394, 42.368971)",1,range,1,NA,NA,FALSE,"c(-71.1583557128906, 42.3693428039551)",41.462258320684256
29,"38 ELTON AVE, WATERTOWN, MA 02472",42.3693428039551,-71.1583557128906,nominatim,NA,42.3689634,-71.1584925,NA,"c(-71.1584925, 42.3689634)",NA,NA,NA,residential,1,FALSE,"c(-71.1583557128906, 42.3693428039551)",43.65886286685463
29,"38 ELTON AVE, WATERTOWN, MA 02472",42.3693428039551,-71.1583557128906,postgis,5,42.36897,-71.15835000000001,1,"c(-71.15835, 42.36897)",NA,NA,NA,NA,NA,FALSE,"c(-71.1583557128906, 42.3693428039551)",41.45663024199942
